code;lat;lng
114PAU;-21.0934724403493;55.2421268012397
115PAU;-21.0383831053973;55.2988754541472
117PAU;-20.9418870887374;55.3097852329276
118PAU;-20.9333319407243;55.3335525825342
119PAU;-20.92939638905;55.3366150627269
120PAU;-20.9626164139347;55.3188323617515
121PAU;-20.9971230029005;55.2836746189596
123PAU;-21.0292487121718;55.2682122330826
124PAU;-20.9503025269377;55.2994788651853
125PAU;-21.0196967086928;55.2343834518796
126PAU;-21.0316909205464;55.2282196098589
127PAU;-21.0429638031872;55.2213513502591
128PAU;-20.9642099515841;55.3404231595295
129PAU;-20.9089186499817;55.3590090740193
130PAU;-20.9629920459975;55.2867089574491
131PAU;-20.9708435631375;55.3077095864704
132PAU;-20.9549985404142;55.3066377874391
133PAU;-20.9442580626151;55.2893838118124
401PAU;-20.948048112428;55.328187612302
402PAU;-20.9413179399421;55.3382814440707
403PAU;-20.9352455891927;55.3150228964229
405PAU;-20.9325181742559;55.2950647148308
406PAU;-20.9382776760313;55.2900574938293
407PAU;-20.9431051401346;55.2960313639157
408PAU;-20.9366065507897;55.3055947311781
409PAU;-20.9517784469021;55.317145633778
411PAU;-20.9741524426878;55.3189534044974
412PAU;-20.9869548779217;55.3855509984109
417PAU;-21.0127941764511;55.2640542144151
418PAU;-20.9849239865613;55.2930664350312
419PAU;-21.0269493418075;55.2730394137182
420PAU;-20.9766922059462;55.3015520786242
421PAU;-21.0492519800171;55.2660757749071
424PAU;-21.0637042000775;55.2955372623203
426PAU;-21.0458470900903;55.2892747102486
428PAU;-21.1131733815076;55.2606462232594
429PAU;-21.1426810911963;55.2773145778333
432PAU;-21.1925991917652;55.3027890531394
436PAU;-20.961772321235;55.2983971705223
450PAU;-20.9205956728949;55.3728992715652
451PAU;-20.9301151244091;55.3567303746499
454PAU;-21.0716327691463;55.2265631101209
455PAU;-21.0801396218257;55.2316012603313
456PAU;-21.1282336905268;55.2697798866035
457PAU;-21.164601765583;55.3285208803307
488PAU GRAND BOUCAN - KROMALI;-21.007395;55.271216
497PAU;-21.081976;55.225700
700PAU;-21.0339094829953;55.2505713839153
702PAU;-21.0558848074107;55.2557801211904
703PAU;-21.1160062958825;55.2762365238295
704PAU;-21.1590684626274;55.2953912742141
705PAU;-21.1804440608602;55.2967642721865
706PAU;-21.2411618156441;55.3149029884481
707PAU;-21.0212659422143;55.2560291743874
719PAU;-21.0483060668072;55.3479025320117
724PAU;-20.9430843496322;55.3175986209285
725PAU;-21.0279804244033;55.2266665281949
726PAU;-21.0611546599049;55.2299686400583
727PAU;-21.0777690706882;55.2679875489688
728PAU;-21.164812096555;55.2881419567878
730PAU;-21.0426263727083;55.2558960574684
740PAU;-21.0249194116014;55.2732744902538
741PAU;-21.0197600424592;55.2651087935137
742PAU;-21.0349706975676;55.2945558363446
743PAU;-21.0213682014143;55.3009348724327
746PAU;-21.227850027405;55.2980124062691
747PAU;-21.1040445927783;55.2983209210232
748PAU;-21.0404077950962;55.2739233703526
750PAU;-21.1292928851677;55.3111836688684
752PAU;-21.2135780598334;55.3159579892005
754PAU;-20.9921972989853;55.3223583324805
755PAU;-21.0045476709358;55.3244520111208
760PAU;-21.0103156640997;55.2690176692033
761PAU;-20.9242043158993;55.3415659841663
763PAU;-20.9396943218911;55.3054541974873
764PAU;-21.2191648130524;55.3010982963155
141PIR;-21.3343324097844;55.6479071531413
150PIR;-21.3344711677186;55.4662517362699
151PIR;-21.3774724926486;55.6164463974917
152PIR;-21.369920558785;55.6979354099042
153PIR;-21.3341182431374;55.8018710577577
154PIR;-21.1345333085436;55.4722282807848
155PIR;-21.1854961720249;55.4334001785624
156PIR;-21.2117587042709;55.4058137585194
157PIR;-21.2636075785289;55.3431413595063
158PIR;-21.2114409730035;55.358520014337
159PIR;-21.3319289215874;55.5809790305908
160PIR;-21.3260926633553;55.4856296949541
161PIR;-21.2303221065369;55.4516571869263
162PIR;-21.3713052232516;55.5821139842592
163PIR;-21.3601947657966;55.7663725246576
164PIR;-21.3755273508578;55.6651591753687
165PIR;-21.338535395307;55.6640285846847
166PIR;-21.3525343669381;55.6113192073034
167PIR;-21.2767821146612;55.5223044028432
168PIR;-21.2858540215791;55.4680190669014
169PIR;-21.2906353851696;55.4204435944968
170PIR;-21.2652124827453;55.4373957217664
171PIR;-21.2722374370726;55.3352776152292
172PIR;-21.2432729264235;55.3337437011506
173PIR;-21.3742746196008;55.7094192139519
174PIR;-21.2695046725348;55.3726786598382
175PIR;-21.3355815651859;55.5205978692121
176PIR;-21.3780973765547;55.6510355093688
177PIR;-21.2878693421219;55.4049079146457
178PIR;-21.369861018241;55.6334334458762
179PIR;-21.3471976071868;55.5611039051689
180PIR;-21.3561585111039;55.5287805942355
181PIR;-21.2560731919142;55.52689557263
182PIR;-21.342242135681;55.48647634258
183PIR;-21.2641216734357;55.5207058196728
184PIR;-21.2987290784985;55.4555191052449
185PIR;-21.2868312770209;55.5104936397528
186PIR;-21.2985938602112;55.4974589723263
187PIR;-21.2855122176769;55.412595356121
188PIR;-21.2940385055037;55.3991740481265
189PIR;-21.3390960833123;55.4761922196099
190PIR;-21.3143353469964;55.4740378875164
191PIR;-21.3105447004971;55.4292436818351
192PIR;-21.3501088526138;55.5126514447301
193PIR;-21.2969006264068;55.4316634317066
195PIR;-21.2782720584901;55.3639474317435
196PIR;-21.3059769723586;55.4628077572351
496PIR CAMION MOBILE SAKIFO - GRAND RAID;-21.338471;55.459046
500PIR;-21.2375455646023;55.3400800093769
502PIR;-21.2771582598051;55.4041368253813
503PIR;-21.2917052530615;55.4007800122378
505PIR;-21.2786232034242;55.4875135457106
507PIR;-21.2898795455023;55.4121148090677
510PIR;-21.2786699210335;55.4304304318
513PIR;-21.250254274946;55.4709215741644
514PIR;-21.2329967944121;55.474413901191
516PIR;-21.2362282990464;55.5044219167728
518PIR;-21.2594650985177;55.4977214760661
519PIR;-21.2460776647893;55.4956506584892
522PIR;-21.2750074345569;55.5054470432343
525PIR;-21.2794053262409;55.5423729582471
526PIR;-21.3167238822684;55.4538377285846
527PIR;-21.3316482440515;55.4578452912397
528PIR;-21.3267711793307;55.4767437027325
530PIR;-21.3483724399024;55.5012429931842
533PIR;-21.339707955704;55.4660044849044
534PIR;-21.3385520216863;55.469005372463
537PIR;-21.3342874953634;55.4778423462041
538PIR;-21.3392116631085;55.4630978939822
540PIR;-21.3337955088501;55.4724098485556
541PIR;-21.3139094604545;55.5431605373267
542PIR;-21.3093796532815;55.5416339318564
544PIR;-21.354225517672;55.5708053658615
545PIR;-21.3393773183902;55.6339089500602
552PIR;-21.2947132466882;55.4608622342088
553PIR;-21.2415128733678;55.4455078319594
555PIR;-21.2906142399848;55.45348442963
556PIR;-21.2833439006987;55.4741072375895
558PIR;-21.2930655319679;55.4703635574218
559PIR;-21.2971199531392;55.5104960362029
560PIR;-21.2949757502831;55.6269553881781
562PIR;-21.2747888829441;55.5123881613889
563PIR;-21.2682150768866;55.5188050176109
565PIR;-21.2418104116888;55.5105033243712
566PIR;-21.2719701950795;55.4980956977033
567PIR;-21.2600044793199;55.5147531019245
568PIR;-21.2614728332474;55.5318239606706
569PIR;-21.3189490764352;55.530597649545
574PIR;-21.2829899602978;55.5204883340353
577PIR;-21.2821171740006;55.5034958252173
578PIR;-21.2697633248875;55.5110124253908
579PIR;-21.2807261971173;55.5167811452067
581PIR;-21.2700649918801;55.5268334958731
584PIR;-21.2624828290005;55.3629945312014
585PIR;-21.2540414027263;55.355061428299
586PIR;-21.2689466940801;55.4145751871405
587PIR;-21.2722632446835;55.4478651445852
588PIR;-21.2655484960906;55.4524165583397
600PIR;-21.2419491546415;55.5252726939356
601PIR;-21.2942297418323;55.5054456210426
602PIR;-21.225428815412;55.524386917203
603PIR;-21.2752475912888;55.5808986802565
604PIR;-21.295638718409;55.5321114736866
605PIR;-21.2914560450286;55.7961925145734
606PIR;-21.2265885065145;55.5723833906515
607PIR;-21.247566422258;55.5938427680956
608PIR;-21.2020649871585;55.4220134370182
609PIR;-21.3684224204088;55.5523330960635
610PIR;-21.2852446316004;55.515964811557
611PIR;-21.305935487611;55.5351034212227
613PIR;-21.2648048345486;55.508026688412
614PIR;-21.2619473325161;55.5056464129719
615PIR;-21.3128448905521;55.8010352780457
616PIR;-21.2711255497063;55.5149017465581
617PIR;-21.2535383852618;55.4360254119789
618PIR;-21.291799460174;55.4851812382065
619PIR;-21.2476476068833;55.411729432796
628PIR;-21.2793074031855;55.4447650926093
629PIR;-21.2833801828174;55.4068260409362
630PIR;-21.2855412816698;55.416642924192
631PIR;-21.3709103650464;55.5740574193731
633PIR;-21.3632310470144;55.726566144672
634PIR;-21.3645274059116;55.7524393125462
635PIR;-21.3306688378899;55.4752476529873
636PIR;-21.2806850353539;55.3979018993132
640PIR;-21.2565165259838;55.4912276601315
641PIR;-21.3296163982149;55.4947813480472
650PIR;-21.2872847553924;55.4099452282463
663PIR;-21.3293436739196;55.4675969722636
664PIR;-21.3351989088606;55.5586852866011
665PIR;-21.3769146194354;55.6376983680989
667PIR;-21.3281891193298;55.6047224833238
668PIR;-21.3503327689094;55.7903700737368
669PIR;-21.3200430481906;55.4278315514893
670PIR;-21.3724533445979;55.6081128535814
671PIR;-21.3375803921307;55.48839456066
673PIR;-21.3360839506924;55.460864799209
674PIR;-21.3114689944296;55.633405594182
675PIR;-21.3401482710508;55.5970115110417
676PIR;-21.33066629397;55.4819578297693
ORANGE Mayotte;-12.7754066436033;45.2248320624023
854MAY;-12.8531481388631;45.0968989263279
855MAY;-12.8658367726462;45.1153370611448
857MAY;-12.9065149004409;45.0814514203751
860MAY;-12.8466782543071;45.1881064292398
861MAY;-12.8061212344951;45.2042569794095
962MAY;-12.7479247837362;45.2193274910232
867MAY;-12.8022655173128;45.2068746325233
969MAY;-12.7878000148978;45.27175113871
970MAY;-12.7733171768846;45.2191466745644
975MAY;-12.8017626532894;45.21198409293
998MAY;-12.7609594096;45.0834755494506
Siege ZEOP;-20.9522449767297;55.3021207808226
E1201 - BRAS PANON - CENTRE;-21.0011833333333;55.6824552410771
E1202 - BRAS PANON - ODEON;-21.0019888888889;55.6917138888889
E1204 - BRAS PANON - GERANIUMS;-20.9895861111111;55.6787694444444
E1205 - BRAS-PANON - CENTRE TECHNIQUE;-20.9947879520299;55.6750829986675
E1206 - BRAS PANON - BELLEVUE;-20.9838043436777;55.6356981401952
E3301 - SALAZIE - BELOUVE;-21.0645666666667;55.5323833333333
E3302 - SALAZIE - MARE A MARTIN;-21.0161017310625;55.4914166886833
E3101 - PLAINE DES PALMISTES - SDIS;-21.1361374177112;55.6198038978652
E3102 - PLAINE DES PALMISTES - PYRAMIDE;-21.1164312476969;55.6451542152629
E3103 - PLAINE DES PALMISTES - PITON DES SONGES;-21.1517234060155;55.6087514975409
E3701 - ST BENOIT - RN3;-21.0526550502187;55.7143108352827
E3702 - ST BENOIT - STATION;-21.0426517287763;55.7158228094026
E3703 - ST BENOIT - BOURBIER;-21.0249064072225;55.7002072407041
E3704 - ST BENOIT - CONFIANCE;-21.069544;55.700372457504
E3705 - ST BENOIT - BEAUVALLON;-21.0084694444444;55.6963583333333
E3706 - ST BENOIT - BRAS CANOT;-21.0535128015086;55.7003548440558
E3707 - ST BENOIT - ST FRANCOIS;-21.068803;55.73057949
E3708 - ST BENOIT - BEAUFOND;-21.0482915056461;55.7221778461253
E3710 - ST BENOIT - EUROPE;-21.0377277777778;55.7085694444445
E3711 - ST BENOIT - VIDOT;-21.035583;55.66775
E3712 - ST BENOIT - ANTIOPE;-21.0405843707194;55.7200240940578
E3713 - ST BENOIT - CARRERE;-21.0815244390376;55.6896826158594
E3715 - ST BENOIT - GERBERAS;-21.0885603790316;55.7446793358786
E3716 - ST BENOIT - ASTROLABE;-21.0318305555556;55.7116805555556
E3717 - ST BENOIT - MANES;-21.0324444444444;55.6948888888889
E3720 - ST BENOIT - PONT PAYET;-21.0959268974962;55.6761999296357
E3901 - STE ROSE - ESPERANCE;-21.1268055555556;55.7692777777778
E3902 - STE ROSE - MEDIATHEQUE;-21.128687;55.793011
E3903 - STE ROSE - CASCADES;-21.1793356853511;55.8290555241548
E3905 - STE ROSE - CANNELIERE;-21.1472565967412;55.8148012886497
E4001 - ST ANDRE - BALANCE;-20.9636843906163;55.6600215694349
E4002 - ST ANDRE - CHAMP BORNE;-20.94646988342;55.6714983291144
E4003 - ST ANDRE - CAMBUSTON;-20.9359710320301;55.647213143163
E4005 - ST ANDRE- CHEMIN DU CENTRE;-20.9480950594909;55.6550096462468
E4006 - ST ANDRE - RDM les bas;-20.9719666666667;55.6899416666667
E4008 - ST ANDRE - BRAS DES CHEVRETTES;-20.9580972222222;55.6222305555555
E4010 - ST ANDRE - LYCEE;-20.9642134316271;55.6516414631794
E4011 - ST-ANDRE_GARE;-20.9582260699134;55.6512691112572
E4013 - ST ANDRE - RDM LES HAUTS;-20.9762873475918;55.6463564501811
E4014 - ST ANDRE - VALENTIN / Cohab proprietaire torm 440_19;-20.9630017517237;55.6767415584554
E4015 - ST ANDRE - LATCHOUMAYA;-20.9739027777778;55.6533
E4016 - ST ANDRE - VERMONT;-20.9698555555556;55.6642944444444
E4017 - ST ANDRE - MENCIOL;-20.9641666666667;55.6258333333333
E4019 - ST ANDRE - VASSAL;-20.9683333333333;55.6902777777778
E4020 - ST ANDRE - ZA GRAND CANAL;-20.9574143332036;55.6881402971512
E4021 - ST ANDRE - BEAU VERGER;-20.9734158682683;55.6926561272967
E4022 - ST ANDRE - LA DECOUVERTE;-20.9935354200926;55.5826785637479
E4023 - ST ANDRE - PATELIN;-20.9727972222222;55.68625
E4101 - STE SUZANNE - VILLAGE DESPREZ;-20.9097304449413;55.6129287037904
E4103 - STE SUZANNE - BEL AIR;-20.9047944444444;55.6022083333333
E4104 - STE SUZANNE - COMMUNE ANGO;-20.9421416666667;55.6212194444444
E4106 - STE SUZANNE - DEUX RIVES;-20.9572027777778;55.614225
E4110 - STE SUZANNE - BOIS ROUGE;-20.9165642;55.6242088
E4116 - STE SUZANNE - GHANDI;-20.9293022442694;55.6367016473499
E4117 - STE SUZANNE - BAGATELLE;-20.9271519658995;55.5854877173834
N0001 - ST DENIS - ZAC TRIANGLE;-20.9011356258996;55.5002519291607
N0002 - ST DENIS - BARACHOIS;-20.8732888888889;55.4487888888889
N0004 - ST DENIS - RUISSEAU;-20.8905852777778;55.4575138888889
N0005 - ST DENIS - JARDIN DE L'ETAT;-20.8878534809944;55.4478714729489
N0006 - ST DENIS - LANCASTEL;-20.8799778574019;55.4589432942645
N0007 - ST DENIS - CAMELIAS;-20.8939980555556;55.462025
N0008 - ST DENIS - VAUBAN;-20.8878333333333;55.4617972222222
N0009 - ST DENIS - MONTGAILLARD;-20.8986419444444;55.4701277777778
N0011 - ST DENIS - STE CLOTILDE;-20.8939596821465;55.4780743483891
N0012 - ST DENIS - TAMARINS;-20.8983750620054;55.4808125175031
N0013 - ST DENIS - FAC;-20.9014611111111;55.4812419444444
N0014 - ST DENIS - MOUFIA;-20.9090666666667;55.4836472222222
N0017 - ST DENIS - CHAUDRON;-20.8951111111111;55.4877472222222
N0018 - ST DENIS - BUTOR;-20.8843108241079;55.4644879645244
N0019 - ST DENIS - RIVIERE;-20.8785972222222;55.4465333333333
N0021 - ST DENIS - LA BRETAGNE;-20.9203166666667;55.4944527777778
N0022 - ST DENIS - MARECHAL LECLERC;-20.8791416666667;55.4528027777778
N0023 - ST DENIS - MONTAGNE;-20.8866949087838;55.4303414667978
N0024 - ST DENIS - DOMENJO;-20.9165638888889;55.5066194444445
N0025 - ST DENIS - CHAUDRON TDF;-20.8907765015174;55.4950229093298
N0027 - ST DENIS - LES MERCURIALES;-20.8872166666667;55.4815916666667
N0028 - ST DENIS - LEOPOLD RAMBAUD;-20.8866777777778;55.4717888888889
N0031 - ST DENIS - SAINTEX;-20.891675;55.4818555555556
N0032 - ST DENIS - LABOR;-20.8881861111111;55.4762583333333
N0035 - ST DENIS - BAGATELLE;-20.8815138888889;55.4410166666667
N0036 - ST DENIS - FREGATE;-20.9173374741132;55.4743732825814
N0043 - ST DENIS - BEL AIR;-20.9019166666667;55.4892833333333
N0044 - ST DENIS - CANAMELLE;-20.8998333333333;55.4615277777778
N0046 - ST DENIS - OSMONDES;-20.8937694444444;55.4505166666667
N0048 - ST DENIS - ST BERNARD;-20.9129514033105;55.4030605652794
N0050 - ST DENIS - COQUELICOTS;-20.90138;55.474924
N0063 - ST DENIS - ST ANTOINE;-20.8835276532345;55.4479533033438
N0051 - ST DENIS - STE ANNE;-20.8823416624804;55.4483173422948
N0052 - ST DENIS - RUISSEAU BLANC;-20.8963888888889;55.4119444444444
N0053 - ST DENIS - BRETAGNE LES BAS;-20.9133833333333;55.4970194444444
N0054 - ST DENIS - PIERRE ET SABLE;-20.906862;55.479708
N0057 - ST DENIS - MONTHYON;-20.887825;55.4544916666667
N0058 - ST DENIS - MONTAUBAN;-20.9357166666667;55.4956166666667
N0059 - ST DENIS - DATTIERS;-20.90639;55.46361
N0062_ST DENIS_CHAMP FLEURI_C1;-20.8923587070905;55.4706152712425
N0062_ST DENIS_CHAMP FLEURI_C2;-20.8924433506681;55.468970671825
N3801 - STE MARIE - LA MARE;-20.8944416666667;55.5329694444444
N3803 - STE MARIE - CONVENANCE;-20.8972738972002;55.5683380424879
N3805 - STE MARIE - BEAUSEJOUR;-20.9203194444444;55.5287722222222
N3806 - STE MARIE-GASPARDS;-20.8980166666667;55.5564583333333
N3809 - STE MARIE - DUPARC;-20.9001267899906;55.5198158754168
N3810 - STE MARIE - TERRAIN ELISA;-20.9156458432332;55.5534536038466
N3815 - STE MARIE - MEDARD;-20.92351;55.51834
N3817 - STE MARIE - KOMOE;-20.905707197365;55.507060319297
N3819 - STE MARIE - CONFIANCE LES BAS;-20.9357361111111;55.5238
N3820 - STE MARIE - VERGER;-20.8988305555556;55.5463222222222
O1902 - LA POSSESSION - ST ALME;-20.9659753113154;55.3282880161766
O1903 - LA POSSESSION - ROMILY;-20.929161;55.361072
O1904 - LA POSSESSION - ORION;-20.9510444444444;55.3319222222222
O1905 - LA POSSESSION - LUXOR;-20.9331083333333;55.3345972222222
O1907 - LA POSSESSION - CAMP MAGLOIRE;-20.9282333333333;55.3417333333333
O1908 - LA POSSESSION - STE THERESE;-20.9523333333333;55.3401888888889
O1909 - LA POSSESSION - DOS D'ANE;-20.986922546877;55.3855966295139
O1910 - LA POSSESSION - LES TERRASSES DE PICHETTE;-20.9650972222222;55.3415611111111
O1911 - LA POSSESSION - PICHETTE;-20.9578388888889;55.3469138888889
O1917 - LA POSSESSION - ADELIE;-20.9281334573186;55.3356446710797
O2001 - LE PORT - ZEOP SIEGE;-20.9519083333333;55.3019388888889
O2002 - LE PORT - MAUVILLAC;-20.9292945819368;55.2969886352699
O2003 - LE PORT PIPANGAI;-20.9503694803534;55.3179500869456
O2004 - LE PORT - HELIOSPACE;-20.939825;55.300533
O2005 - LE PORT - MOULIN JOLI;-20.9573337217052;55.3218257789618
O2006 - LE PORT - ST LAURENT;-20.945263120554;55.3277667663727
O2007 - LE PORT - PORT 14;-20.94806;55.294546
O2009 - LE PORT - ROSE DES VENTS;-20.9388361111111;55.3076416666666
O2012 - LE PORT - NEPTUNE;-20.9443100607696;55.2893886652829
O2014 - LE PORT - ZI2;-20.9383333333333;55.3141666666667
O2097 - LE PORT - PORT EST C2;-20.929823574025;55.3119206510698
O2098 - LE PORT - PORT EST - C1;-20.929498048452;55.3127992031219
O2602 - TROIS BASSINS - CENTRE;-21.1033557965519;55.2979124778957
O2603 - TROIS BASSINS - LES BAS;-21.1230472222222;55.2680388888889
O3602 - ST LEU - PITON ST LEU;-21.214312;55.304764
O3604 - ST LEU - PORTAIL;-21.2152947495784;55.2996688697528
O3606 - ST LEU - QUATRE ROBINETS;-21.196129560883;55.2958859371811
O3605 - ST LEU - LELIEVRE;-21.18372;55.290268
O3607 - ST LEU - VAVANGUES;-21.1773391079892;55.2905981819926
O3608 - ST LEU - LE PLATE TDF;-21.206550550121;55.3314941434199
O3610 - ST LEU - CENTRE;-21.1647972222222;55.2883111111111
O3612 - CHALOUPE ST LEU;-21.1414888888889;55.3151666666667
O3614 - ST LEU - POINTE DES CHATEAUX;-21.1423540007596;55.2778963172518
O3615 - CHALOUPE ST LEU - RTE FORESTIERE;-21.1292484261402;55.3111361140861
O3616 - ST LEU - CAP CAMELIAS;-21.163992190672;55.3277764811443
O6001 - LA SALINE - CENTRE;-21.0936737772584;55.2426510583652
